0040266	151	CP065312.1_1004	253	1.9e-05	30	115	17	97	0.562913907285
0036286	54	CP065312.1_1012	522	1.4e-11	2	52	412	462	0.925925925926
0035607	54	CP065312.1_1012	522	5.4e-09	4	52	466	512	0.888888888889
0040586	141	CP065312.1_1020	293	2.6e-05	49	114	16	77	0.460992907801
0043707	64	CP065312.1_1060	310	1.2e-15	3	63	3	64	0.9375
0043707	64	CP065312.1_1077	184	1.4e-12	4	61	2	60	0.890625
0036286	54	CP065312.1_1079	289	1.5e-10	5	53	7	55	0.888888888889
0035607	54	CP065312.1_1079	289	2.4e-06	3	49	57	101	0.851851851852
0040517	144	CP065312.1_1084	149	5.4e-20	24	136	32	147	0.777777777778
0037767	80	CP065312.1_109	500	1e-06	10	70	22	73	0.75
0039384	65	CP065312.1_109	500	6.9e-08	18	62	277	321	0.676923076923
0042546	127	CP065312.1_1115	215	7.3e-19	1	103	6	107	0.803149606299
0043669	98	CP065312.1_1117	122	2.9e-06	20	72	8	61	0.530612244898
0043707	64	CP065312.1_1128	71	4.7e-16	3	61	8	67	0.90625
0045032	127	CP065312.1_1150	141	5.9e-25	3	125	5	130	0.96062992126
0040266	151	CP065312.1_1155	377	3.1e-08	30	102	18	92	0.476821192053
0040266	151	CP065312.1_1162	374	7.9e-10	30	91	16	79	0.403973509934
0037244	118	CP065312.1_1169	288	1.6e-25	4	110	2	102	0.898305084746
0036286	54	CP065312.1_1175	287	3.3e-12	3	52	180	229	0.907407407407
0035607	54	CP065312.1_1175	287	2.2e-12	2	53	231	280	0.944444444444
0042546	127	CP065312.1_1183	141	2.3e-31	1	118	1	118	0.92125984252
0036955	59	CP065312.1_1187	348	1.1e-13	2	49	5	52	0.796610169492
0036286	54	CP065312.1_1194	286	2.1e-09	2	53	180	231	0.944444444444
0035607	54	CP065312.1_1194	286	1.9e-10	2	53	232	281	0.944444444444
0039384	65	CP065312.1_1215	219	5e-09	6	63	12	69	0.876923076923
0036286	54	CP065312.1_1221	300	5.1e-07	6	52	194	240	0.851851851852
0035607	54	CP065312.1_1221	300	2.3e-10	3	53	243	291	0.925925925926
0039384	65	CP065312.1_1230	307	1e-11	5	62	2	61	0.876923076923
0039939	63	CP065312.1_1250	136	2.7e-05	18	54	4	40	0.571428571429
0042546	127	CP065312.1_1295	199	9.1e-06	13	110	58	149	0.763779527559
0043707	64	CP065312.1_1298	155	9.7e-17	3	61	2	61	0.90625
0043935	94	CP065312.1_130	156	1.4e-12	2	87	42	135	0.904255319149
0044258	100	CP065312.1_1311	171	1.3e-05	15	90	6	83	0.75
0035607	54	CP065312.1_1327	59	5.8e-10	3	52	7	53	0.907407407407
0036955	59	CP065312.1_1338	361	8e-17	2	58	4	60	0.949152542373
0035607	54	CP065312.1_1340	292	7.7e-10	2	53	182	233	0.944444444444
0035607	54	CP065312.1_1340	292	2e-09	3	52	235	282	0.907407407407
0036286	54	CP065312.1_1348	481	2.1e-06	4	52	375	423	0.888888888889
0035607	54	CP065312.1_1348	481	1.6e-10	4	53	427	475	0.907407407407
0040517	144	CP065312.1_135	299	3.6e-05	34	105	10	75	0.493055555556
0036286	54	CP065312.1_1354	348	8.4e-09	3	52	197	246	0.907407407407
0035607	54	CP065312.1_1354	348	6.9e-05	4	50	250	294	0.851851851852
0039939	63	CP065312.1_1369	161	4.5e-07	8	54	98	144	0.730158730159
0039384	65	CP065312.1_1392	325	6e-11	15	62	11	59	0.723076923077
0043707	64	CP065312.1_1405	184	2.1e-13	3	61	8	67	0.90625
0043758	87	CP065312.1_1409	124	9.5e-09	11	68	22	77	0.655172413793
0036286	54	CP065312.1_1419	246	2.1e-08	2	53	141	192	0.944444444444
0035607	54	CP065312.1_1419	246	7.8e-08	2	52	193	241	0.925925925926
0039384	65	CP065312.1_1426	264	7.7e-07	9	61	185	239	0.8
0036286	54	CP065312.1_1430	283	1.7e-11	5	53	179	227	0.888888888889
0035607	54	CP065312.1_1430	283	6.6e-10	3	53	229	277	0.925925925926
0043143	63	CP065312.1_1431	75	5.1e-13	3	60	2	60	0.904761904762
0038966	94	CP065312.1_1432	209	1.4e-07	18	65	150	197	0.5
0039384	65	CP065312.1_1451	343	4.8e-06	16	62	30	76	0.707692307692
0039384	65	CP065312.1_1452	333	3e-07	15	62	30	77	0.723076923077
0040517	144	CP065312.1_1457	143	1.6e-28	15	136	18	141	0.840277777778
0043758	87	CP065312.1_1461	346	6.7e-27	1	83	4	86	0.942528735632
0036286	54	CP065312.1_1467	86	1.2e-07	25	53	2	30	0.518518518519
0035607	54	CP065312.1_1467	86	4.8e-09	4	53	33	80	0.907407407407
0043707	64	CP065312.1_1478	107	2.1e-11	3	61	6	64	0.90625
0043707	64	CP065312.1_1479	104	4.9e-10	3	61	6	64	0.90625
0043707	64	CP065312.1_1480	156	7.8e-14	4	62	7	66	0.90625
0038966	94	CP065312.1_149	376	3.1e-14	28	90	5	67	0.659574468085
0036286	54	CP065312.1_1495	304	7.5e-12	3	53	190	240	0.925925925926
0035607	54	CP065312.1_1495	304	4e-10	3	52	242	289	0.907407407407
0036286	54	CP065312.1_1499	325	7.7e-06	3	50	218	264	0.87037037037
0035607	54	CP065312.1_1499	325	5.4e-11	2	53	268	317	0.944444444444
0039384	65	CP065312.1_1513	482	8.9e-06	22	61	269	308	0.6
0039384	65	CP065312.1_155	487	2.7e-05	16	57	24	65	0.630769230769
0037767	80	CP065312.1_155	487	9.6e-09	28	76	274	322	0.6
0036286	54	CP065312.1_1561	506	9.6e-09	4	53	402	451	0.907407407407
0035607	54	CP065312.1_1561	506	3.9e-10	2	53	452	501	0.944444444444
0036286	54	CP065312.1_1595	541	1.9e-10	4	53	433	482	0.907407407407
0035607	54	CP065312.1_1595	541	6.9e-13	2	54	483	533	0.962962962963
0036286	54	CP065312.1_1597	517	9.7e-09	3	52	412	461	0.907407407407
0035607	54	CP065312.1_1597	517	4.4e-09	6	50	467	509	0.814814814815
0039384	65	CP065312.1_1604	360	1.4e-12	4	62	59	119	0.892307692308
0043935	94	CP065312.1_1620	108	4.3e-15	6	89	9	97	0.882978723404
0036955	59	CP065312.1_1635	337	7.1e-15	2	59	1	59	0.966101694915
0036286	54	CP065312.1_1643	533	2.2e-09	6	53	429	476	0.87037037037
0035607	54	CP065312.1_1643	533	5.5e-10	3	53	478	526	0.925925925926
0036286	54	CP065312.1_1652	514	8.6e-09	5	52	410	457	0.87037037037
0035607	54	CP065312.1_1652	514	1.8e-09	2	53	459	508	0.944444444444
0037244	118	CP065312.1_1671	411	3.7e-18	4	115	1	112	0.940677966102
0036286	54	CP065312.1_1675	819	4.2e-11	3	53	153	203	0.925925925926
0035607	54	CP065312.1_1675	819	6.9e-08	2	53	204	253	0.944444444444
0043095	94	CP065312.1_1690	307	7e-15	7	65	9	68	0.617021276596
0040517	144	CP065312.1_1699	144	1.6e-12	28	80	2	54	0.361111111111
