0043707	64	CP065322.1_1101	140	1.6e-11	5	61	81	137	0.875
0044030	41	CP065322.1_1213	275	1e-08	1	37	207	243	0.878048780488
0040517	144	CP065322.1_1226	142	9.1e-26	4	134	8	140	0.902777777778
0043143	63	CP065322.1_1333	70	4.3e-06	2	57	3	58	0.873015873016
0038966	94	CP065322.1_1335	281	1.6e-10	30	90	15	76	0.63829787234
0040266	151	CP065322.1_1367	134	3.1e-14	24	131	7	117	0.708609271523
0038966	94	CP065322.1_1383	131	2.1e-05	29	64	20	55	0.372340425532
0037176	98	CP065322.1_1435	464	1.4e-15	1	94	356	459	0.948979591837
0037176	98	CP065322.1_1479	509	6.1e-17	1	97	408	505	0.979591836735
0043758	87	CP065322.1_1581	250	1.6e-13	3	65	5	60	0.712643678161
0041150	134	CP065322.1_1599	147	7.9e-28	11	130	22	139	0.888059701493
0044258	100	CP065322.1_1632	132	9.9e-10	4	97	13	106	0.93
0043669	98	CP065322.1_1657	374	1.1e-06	36	93	29	95	0.581632653061
0043758	87	CP065322.1_1743	392	1.1e-06	20	59	55	92	0.448275862069
0044258	100	CP065322.1_1805	122	1.9e-20	3	97	24	119	0.94
0040266	151	CP065322.1_1822	320	2.1e-06	24	108	22	100	0.556291390728
0043707	64	CP065322.1_1913	146	1.9e-12	5	58	88	141	0.828125
0044258	100	CP065322.1_1970	107	5.8e-21	3	95	7	99	0.92
0040586	141	CP065322.1_2004	319	4.7e-16	10	134	14	137	0.879432624113
0037244	118	CP065322.1_2060	271	3.1e-21	3	113	6	111	0.932203389831
0035607	54	CP065322.1_2179	299	9.5e-11	4	53	249	296	0.907407407407
0043669	98	CP065322.1_2238	306	4.6e-19	13	83	4	74	0.714285714286
0040517	144	CP065322.1_224	154	1.5e-24	9	132	15	139	0.854166666667
0040266	151	CP065322.1_2253	136	6.9e-13	37	130	27	123	0.615894039735
0037767	80	CP065322.1_531	367	5.3e-07	15	61	15	61	0.575
0040517	144	CP065322.1_556	145	4e-24	6	131	14	139	0.868055555556
0042546	127	CP065322.1_704	162	4.4e-28	1	116	21	136	0.905511811024
0043707	64	CP065322.1_72	768	4e-05	5	54	606	655	0.765625
0042546	127	CP065322.1_74	155	3.2e-23	1	111	15	124	0.866141732283
0045032	127	CP065322.1_893	148	2.6e-31	1	126	6	133	0.984251968504
0040586	141	CP065322.1_909	157	2.6e-20	32	139	39	151	0.758865248227
0039384	65	CP065322.1_93	232	6.9e-09	19	63	37	81	0.676923076923
0040266	151	CP065322.1_945	98	8.5e-11	11	105	6	86	0.622516556291
