0044258	100	NZ_CP028714.1_1011	79	1.6e-06	24	69	10	55	0.45
0038753	71	NZ_CP028714.1_1058	211	8.6e-18	1	69	139	207	0.957746478873
0043707	64	NZ_CP028714.1_106	164	7.3e-10	3	57	19	74	0.84375
0038173	46	NZ_CP028714.1_1066	67	6.2e-05	5	38	11	45	0.717391304348
0042546	127	NZ_CP028714.1_1124	142	5.7e-37	1	119	2	121	0.929133858268
0037176	98	NZ_CP028714.1_1151	99	1.4e-29	4	98	4	98	0.959183673469
0043758	87	NZ_CP028714.1_1157	272	1.8e-13	4	69	10	68	0.747126436782
0040517	144	NZ_CP028714.1_1176	310	5.6e-05	46	110	19	79	0.444444444444
0035347	75	NZ_CP028714.1_1182	157	2e-17	5	72	12	80	0.893333333333
0043758	87	NZ_CP028714.1_119	252	3.7e-13	4	66	5	60	0.712643678161
0037767	80	NZ_CP028714.1_1192	261	7.4e-08	24	71	46	93	0.5875
0041348	74	NZ_CP028714.1_1223	93	9.9e-32	4	73	3	72	0.932432432432
0043758	87	NZ_CP028714.1_1276	270	1.5e-14	3	65	16	71	0.712643678161
0039384	65	NZ_CP028714.1_1305	259	4.8e-09	17	63	27	73	0.707692307692
0043707	64	NZ_CP028714.1_1316	139	6.3e-05	6	61	83	137	0.859375
0045032	127	NZ_CP028714.1_132	142	3e-29	2	126	6	128	0.976377952756
0044558	59	NZ_CP028714.1_1323	328	8.2e-14	2	51	3	51	0.830508474576
0043935	94	NZ_CP028714.1_1327	208	9.1e-17	2	89	58	149	0.925531914894
0039384	65	NZ_CP028714.1_1394	250	1.2e-09	16	63	26	73	0.723076923077
0036286	54	NZ_CP028714.1_1400	319	2.9e-12	3	53	210	260	0.925925925926
0035607	54	NZ_CP028714.1_1400	319	8.9e-10	2	50	261	307	0.888888888889
0039384	65	NZ_CP028714.1_1434	255	7.7e-08	10	62	19	71	0.8
0043758	87	NZ_CP028714.1_1494	261	9.4e-06	3	47	6	43	0.505747126437
0036955	59	NZ_CP028714.1_1502	344	9e-18	2	58	12	68	0.949152542373
0037176	98	NZ_CP028714.1_1539	416	1.2e-09	32	97	343	408	0.663265306122
0039939	63	NZ_CP028714.1_1552	341	4.5e-06	22	53	9	40	0.492063492063
0039939	63	NZ_CP028714.1_1557	161	4.4e-05	13	57	95	141	0.698412698413
0039939	63	NZ_CP028714.1_1558	170	9.3e-05	14	51	107	145	0.587301587302
0035607	54	NZ_CP028714.1_1563	279	3.4e-09	2	52	221	269	0.925925925926
0036286	54	NZ_CP028714.1_1605	287	5e-08	2	52	3	53	0.925925925926
0035607	54	NZ_CP028714.1_1605	287	1.5e-06	11	53	64	104	0.777777777778
0037176	98	NZ_CP028714.1_1732	593	7e-12	1	97	486	589	0.979591836735
0040266	151	NZ_CP028714.1_1741	218	3.1e-06	22	123	23	115	0.668874172185
0036955	59	NZ_CP028714.1_1764	344	6.6e-18	2	57	1	56	0.932203389831
0042156	125	NZ_CP028714.1_1817	306	2.3e-06	49	116	19	82	0.536
0043758	87	NZ_CP028714.1_1820	244	6.5e-15	4	66	4	59	0.712643678161
0044558	59	NZ_CP028714.1_1850	336	1.8e-18	1	58	7	64	0.966101694915
0043758	87	NZ_CP028714.1_1891	256	2.4e-14	4	65	5	59	0.701149425287
0037176	98	NZ_CP028714.1_1896	693	5.1e-09	1	98	594	687	0.989795918367
0037767	80	NZ_CP028714.1_19	258	3.6e-11	11	73	19	76	0.775
0036955	59	NZ_CP028714.1_1913	338	1.5e-20	1	57	1	57	0.949152542373
0037176	98	NZ_CP028714.1_1918	505	7.1e-08	2	97	401	502	0.969387755102
0043758	87	NZ_CP028714.1_1920	258	2.9e-14	3	67	4	61	0.735632183908
0040517	144	NZ_CP028714.1_1942	177	3.2e-28	4	138	30	166	0.930555555556
0039384	65	NZ_CP028714.1_1954	445	3e-07	16	63	20	67	0.723076923077
0043669	98	NZ_CP028714.1_1960	100	1.2e-23	6	96	7	98	0.918367346939
0037176	98	NZ_CP028714.1_2035	445	6.7e-11	1	97	349	437	0.979591836735
0043669	98	NZ_CP028714.1_2039	398	1.9e-05	21	67	11	58	0.469387755102
0045032	127	NZ_CP028714.1_2052	163	1.5e-30	2	126	6	130	0.976377952756
0043707	64	NZ_CP028714.1_2067	336	3.2e-08	3	44	15	58	0.640625
0036286	54	NZ_CP028714.1_2131	351	5.1e-10	3	53	240	290	0.925925925926
0040266	151	NZ_CP028714.1_2157	309	2.2e-07	25	115	4	78	0.596026490066
0043669	98	NZ_CP028714.1_2161	295	2.7e-05	24	62	7	47	0.387755102041
0035607	54	NZ_CP028714.1_2176	286	7.3e-09	3	53	181	231	0.925925925926
0035607	54	NZ_CP028714.1_2176	286	4.5e-11	3	51	233	279	0.888888888889
0044258	100	NZ_CP028714.1_2194	312	1.1e-05	6	97	4	92	0.91
0041905	120	NZ_CP028714.1_2290	261	3.3e-06	10	71	14	71	0.508333333333
0037176	98	NZ_CP028714.1_2317	462	3.5e-18	1	98	358	457	0.989795918367
0036286	54	NZ_CP028714.1_2324	355	3.2e-12	3	53	85	133	0.925925925926
0037767	80	NZ_CP028714.1_2375	233	5.8e-05	4	77	153	215	0.9125
0040266	151	NZ_CP028714.1_2377	363	5.4e-08	25	90	2	57	0.430463576159
0036955	59	NZ_CP028714.1_2386	347	2.2e-20	2	58	1	57	0.949152542373
0039468	106	NZ_CP028714.1_2410	244	4.1e-21	1	88	3	90	0.820754716981
0037767	80	NZ_CP028714.1_2436	249	2.9e-11	18	72	44	89	0.675
0037983	98	NZ_CP028714.1_244	193	7.5e-05	34	95	29	91	0.622448979592
